Respondent ID,Device_Question,Age,City,State,Zip Code,Country,Income,Food_Preference,Google,Gender,Region,Device Type,Item,Item_Price
6817668087,Laptop/Desktop,65,Imperial,CA,92251,US,154000,Omnivore,No.,Male,Pacific,Windows Desktop / Laptop,Item1_RobotoSlab,12.95
6817646685,Laptop/Desktop,69,forest city,NC,28043,usa,105000,Omnivore,No.,Male,South Atlantic,Windows Desktop / Laptop,Item1_JosefinSans,10
6817479956,Laptop/Desktop,22,Naples,FL,34102,United States,7200,Vegetarian,No.,Female,South Atlantic,Windows Desktop / Laptop,Item1_JosefinSans,15
6817470218,Laptop/Desktop,23,Denver,CO,80222,US,20000,Omnivore,No.,Female,Mountain,MacOS Desktop / Laptop,Item1_JosefinSans,12
6817455376,Laptop/Desktop,61,Idaho Falls,ID,83404,United States,124000,Omnivore,No.,Male,Pacific,MacOS Desktop / Laptop,Item1_PTSans,12
6817453495,Laptop/Desktop,65,Honolulu,HI,96825-1828,United States,85000,Vegetarian,"No, but I was tempted to.",Male,Pacific,MacOS Desktop / Laptop,Item1_PTSans,10
6817436793,Laptop/Desktop,20,Somewhere,OR,9777,USA,7,Omnivore,No.,Female,Pacific,Windows Desktop / Laptop,Item1_Roboto,20
6817395543,Laptop/Desktop,63,New York,NY,10028,USA,0,Pescatarian,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item1_PTSerif,16.95
6817395029,Laptop/Desktop,33,Phoenix,AZ,85015,United States,22000,Vegan,No.,Female,Mountain,Windows Desktop / Laptop,Item1_PTSerif,15
6817383490,Laptop/Desktop,51,Mesa,AZ,85204,USA,0,Other,No.,Female,Mountain,Windows Desktop / Laptop,Item1_JosefinSlab,10
6817378281,Laptop/Desktop,19,Cypress,TX,77433,United States,220000,Vegetarian,No.,Female,West South Central,MacOS Desktop / Laptop,Item1_PTSans,18
6817378130,Laptop/Desktop,65,Lithonia,GA,30038,USA,29999,Other,No.,Female,South Atlantic,Windows Desktop / Laptop,Item1_PTSerif,15
6817377084,Laptop/Desktop,50,Nosytown,ME,1001,USA,0,Vegetarian,No.,Female,New England,Windows Desktop / Laptop,Item1_PTSans,10
6817352197,Laptop/Desktop,53,Spokane,WA,99207,usa,53000,Omnivore,No.,Female,Pacific,Windows Desktop / Laptop,Item1_JosefinSlab,15
6817311134,Laptop/Desktop,83,Hillsboro,OR,97124,USA,35000,Omnivore,No.,Female,Pacific,Windows Desktop / Laptop,Item1_PTSans,7
6817292488,Laptop/Desktop,52,town,NY,11901,usa,0,Omnivore,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item1_RobotoSlab,18
6817285952,Laptop/Desktop,78,Fleetwood,PA,19522,United States,50000,Omnivore,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item1_RobotoSlab,12
6817276066,Laptop/Desktop,33,Watertown,WI,53098,United States,35000,Other,No.,Female,East North Central,Windows Desktop / Laptop,Item1_PTSerif,8.99
6817266105,Laptop/Desktop,64,anytown,HI,96750,US,0,Omnivore,No.,Male,Pacific,Windows Desktop / Laptop,Item1_JosefinSans,15.99
6817258612,Laptop/Desktop,66,forestville,MD,20747,usa,500000,Omnivore,No.,Female,South Atlantic,Windows Desktop / Laptop,Item1_PTSerif,10
6817252406,Laptop/Desktop,63,west mifflin,PA,15122,USA,124000,Omnivore,No.,Male,Middle Atlantic,Windows Desktop / Laptop,Item1_JosefinSans,25
6817251274,Laptop/Desktop,51,los angeles,CA,90065,USA,300000,Omnivore,No.,Female,Pacific,MacOS Desktop / Laptop,Item1_JosefinSans,18
6817236842,Laptop/Desktop,43,denver,CO,80203,usa,1,Vegetarian,No.,Female,Mountain,Windows Desktop / Laptop,Item1_Roboto,20
6817233037,Laptop/Desktop,69,waterford,CT,6385,US,100000,Omnivore,No.,Female,New England,Windows Desktop / Laptop,Item1_PTSerif,6
6817229399,Laptop/Desktop,20,san marcos,CA,92078,America,2000,Other,No.,Female,Pacific,MacOS Desktop / Laptop,Item1_JosefinSans,22
6817220903,Laptop/Desktop,45,Tarzana,CA,91356,United States,125000,Other,No.,Female,Pacific,Windows Desktop / Laptop,Item1_Roboto,16
6817219950,Laptop/Desktop,58,Amarillo,TX,79106,USA,37000,Other,No.,Female,West South Central,Windows Desktop / Laptop,Item1_JosefinSlab,15
6817216485,Laptop/Desktop,46,grove city,OH,43123,usa,1500,Other,No.,Female,East North Central,Windows Desktop / Laptop,Item1_PTSerif,5
6817197658,Laptop/Desktop,63,Watkins Glen,NY,14891,United States,22000,Other,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item1_Roboto,19
6817191208,Laptop/Desktop,81,sacramento,CA,95826,sacramento,200000,Omnivore,No.,Male,Pacific,Windows Desktop / Laptop,Item1_PTSans,9
6817181489,Laptop/Desktop,63,columbus,OH,43085,usa,30000,Omnivore,No.,Female,East North Central,Windows Desktop / Laptop,Item1_RobotoSlab,8
6817176319,Laptop/Desktop,62,Spokane,WA,99205,USA,15000,Omnivore,No.,Female,Pacific,Other,Item1_JosefinSans,12
6817172489,Laptop/Desktop,59,Franklinton,NC,27525,United States,180000,Vegetarian,"No, but I was tempted to.",Female,South Atlantic,Windows Desktop / Laptop,Item1_PTSerif,25
6817123982,Laptop/Desktop,21,Stillwater ,OK,74074,USA,0,Omnivore,No.,Female,West South Central,MacOS Desktop / Laptop,Item1_RobotoSlab,14
6817112384,Laptop/Desktop,52,lawrence,KS,66046,usa,40000,Omnivore,No.,Female,West North Central,Windows Desktop / Laptop,Item1_RobotoSlab,9.99
6817105650,Laptop/Desktop,32,clinton,UT,84015,usa,100000,Omnivore,No.,Male,Mountain,Windows Desktop / Laptop,Item1_RobotoSlab,29.99
6817099173,Laptop/Desktop,50,Canton,MI,48187-3611,United States,80000,Vegan,No.,Female,East North Central,Windows Desktop / Laptop,Item1_JosefinSlab,8
6817095222,Laptop/Desktop,69,Pembroke,NH,3301,USA,40000,Omnivore,No.,Male,New England,MacOS Desktop / Laptop,Item1_JosefinSlab,0
6817094569,Laptop/Desktop,41,Basehor,KS,66007,United States,113000,Omnivore,No.,Female,West North Central,Windows Desktop / Laptop,Item1_PTSans,9
6817074106,Laptop/Desktop,64,Lakewood,CO,80232,USA,80000,Omnivore,No.,Male,Mountain,MacOS Desktop / Laptop,Item1_JosefinSlab,20
6817057543,Laptop/Desktop,60,Kansas City,MO,64137,USA,43000,Vegan,No.,Male,Mountain,Windows Desktop / Laptop,Item1_Roboto,10
6817053753,Laptop/Desktop,67,Pasadena,CA,91105-,United States,30000,Vegan,No.,Female,Pacific,MacOS Desktop / Laptop,Item1_JosefinSans,9
6817047782,Laptop/Desktop,19,omaha,NE,68130,United States,30000,Omnivore,No.,Female,West North Central,MacOS Desktop / Laptop,Item1_Roboto,9
6817045940,Laptop/Desktop,69,Lincoln,NE,68507,usa,75000,Omnivore,No.,Female,West North Central,Windows Desktop / Laptop,Item1_Roboto,25
6817037544,Laptop/Desktop,58,Phoenix,AZ,85331,United States,110000,Pescatarian,No.,Female,Mountain,Windows Desktop / Laptop,Item1_RobotoSlab,11.99
6817025919,Laptop/Desktop,52,Cincinnati,OH,45241,U.S.,45350,Omnivore,No.,Female,East North Central,Windows Desktop / Laptop,Item1_RobotoSlab,10
6817018456,Laptop/Desktop,23,not comfortable to say,CT,not comfortable to say,US,0,Vegetarian,No.,Female,Middle Atlantic,MacOS Desktop / Laptop,Item1_JosefinSlab,13.95
6817006072,Laptop/Desktop,34,DILLWYN,VA,23936,United States,60000,Omnivore,"No, but I was tempted to.",Female,South Atlantic,Windows Desktop / Laptop,Item1_PTSerif,10
6816994598,Laptop/Desktop,86,Allen,TX,75002,USA,22500,Pescatarian,"No, but I was tempted to.",Female,West South Central,Windows Desktop / Laptop,Item1_JosefinSans,10
6816986436,Laptop/Desktop,48,New Castle,DE,19720,U.S.A,55000,Other,No.,Female,South Atlantic,Windows Desktop / Laptop,Item1_Roboto,14
6816983953,Laptop/Desktop,48,Germantown,MD,20874,USA,150000,Other,No.,Female,South Atlantic,Windows Desktop / Laptop,Item1_JosefinSlab,14
6816978650,Laptop/Desktop,58,Rock Island ,IL,61201,USA,52000,Other,No.,Female,East North Central,Windows Desktop / Laptop,Item1_PTSerif,20
6816968542,Laptop/Desktop,55,Media,PA,19063,USA,0,Vegan,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item1_PTSans,8
6816957089,Laptop/Desktop,42,Harrisburg,PA,17111,United States,100000,Other,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item1_JosefinSans,12
6816954043,Laptop/Desktop,63,Dearborn,MI,48128-2406,United States,45000,Omnivore,No.,Female,East North Central,Windows Desktop / Laptop,Item1_JosefinSlab,13
6816925956,Laptop/Desktop,82,Pearl City,HI,96782,usa,70000,Other,No.,Female,Pacific,MacOS Desktop / Laptop,Item1_JosefinSlab,15
6816884072,Laptop/Desktop,71,Lac Cruces,NM,88011,USA,24000,Omnivore,No.,Female,Mountain,Windows Desktop / Laptop,Item1_JosefinSans,13
6816871387,Laptop/Desktop,26,Harlingen,TX,78550,USA,143500,Omnivore,No.,Male,West South Central,Windows Desktop / Laptop,Item1_JosefinSlab,15
6816863468,Laptop/Desktop,49,Washington,NJ,7882,United States,150000,Omnivore,No.,Male,Middle Atlantic,Windows Desktop / Laptop,Item1_PTSans,20
6816862845,Laptop/Desktop,74,Hudson,NC,28638,USA,45000,Omnivore,No.,Female,South Atlantic,Windows Desktop / Laptop,Item1_Roboto,12.95
6816840812,Laptop/Desktop,21,Orlando,FL,32818-1253,United States,0,Other,No.,Female,South Atlantic,Windows Desktop / Laptop,Item1_PTSans,15
6816829739,Laptop/Desktop,23,Silver Spring,MD,20910,USA,65205,Other,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item1_PTSans,15
6816807167,Laptop/Desktop,47,Northampton,MA,1060,United States,20000,Vegetarian,No.,Male,New England,Windows Desktop / Laptop,Item1_RobotoSlab,13.99
6816803780,Laptop/Desktop,51,spokane,WA,99204,USA,50000,Omnivore,No.,Female,Pacific,Windows Desktop / Laptop,Item1_JosefinSans,15
6816784549,Laptop/Desktop,35,Seattle,WA,98102,United States,100000,Omnivore,No.,Female,Pacific,MacOS Desktop / Laptop,Item1_PTSans,15
6816753959,Laptop/Desktop,61,morgantown,WV,26501,usa,34000,Other,No.,Female,East North Central,Other,Item1_Roboto,10
6816751627,Laptop/Desktop,57,Columbus,OH,43227,United States,170000,Other,No.,Female,East North Central,Windows Desktop / Laptop,Item1_PTSerif,9.75
6816751212,Laptop/Desktop,71,Tallahassee,FL,32301,us,60000,Omnivore,No.,Male,South Atlantic,Windows Desktop / Laptop,Item1_JosefinSans,9
6816747807,Laptop/Desktop,48,Pembroke Pines,FL,33027,United States,32000,Vegan,No.,Female,South Atlantic,Windows Desktop / Laptop,Item1_Roboto,16
6816735344,Laptop/Desktop,50,Groveland ,MA,1834,USA ,15000,Other,No.,Female,New England,iOS Phone / Tablet,Item1_PTSans,14
6816722685,Laptop/Desktop,59,Cleveland,OH,44115,US,75000,Omnivore,No.,Male,East North Central,Other,Item1_PTSans,9
6816714571,Laptop/Desktop,44,Palm Coast,FL,32164,USA,85000,Omnivore,"No, but I was tempted to.",Female,South Atlantic,Windows Desktop / Laptop,Item1_RobotoSlab,12
6816714442,Laptop/Desktop,28,Phoenix,AZ,85021,USA,39000,Vegetarian,No.,Female,Mountain,Windows Desktop / Laptop,Item1_RobotoSlab,14
6816708637,Laptop/Desktop,18,Ellicott City,MD,21043,USA,0,Omnivore,"No, but I was tempted to.",Female,South Atlantic,Windows Desktop / Laptop,Item1_PTSans,8
6816698121,Laptop/Desktop,47,Washington,NJ,7882,United States,15000,Vegan,No.,Female,Middle Atlantic,MacOS Desktop / Laptop,Item1_RobotoSlab,10
6816692001,Laptop/Desktop,24,Pine Hill,NM,87358,usa,19000,Omnivore,"No, but I was tempted to.",Female,Mountain,Windows Desktop / Laptop,Item1_JosefinSlab,13
6816653708,Laptop/Desktop,59,Columbia Station,OH,44028,United States,90000,Omnivore,No.,Male,East North Central,Windows Desktop / Laptop,Item1_JosefinSans,17
6816652222,Laptop/Desktop,56,Walkersville,MD,21793,USA,64000,Other,No.,Female,South Atlantic,Windows Desktop / Laptop,Item1_Roboto,9.95
6816641051,Laptop/Desktop,70,Phoenix,AZ,85032,United States,89000,Omnivore,No.,Female,Mountain,Other,Item1_Roboto,10
6816637906,Laptop/Desktop,58,Osceola,WI,54020,USA,80000,Omnivore,"Yes, and I found the actual prices from the actual restaurants.",Female,East North Central,Windows Desktop / Laptop,Item1_PTSerif,7.95
6816627136,Laptop/Desktop,63,Northwood,NH,3261,United States,50800,Omnivore,No.,Female,New England,Windows Desktop / Laptop,Item1_PTSans,10
6816624589,Laptop/Desktop,75,Cocoa,FL,32926,United States,15000,Omnivore,No.,Female,South Atlantic,Windows Desktop / Laptop,Item1_RobotoSlab,15
6816621236,Laptop/Desktop,57,Grand Rapids,MI,49548,USA,75000,Omnivore,"No, but I was tempted to.",Female,East North Central,Windows Desktop / Laptop,Item1_PTSans,14.99
6816611345,Laptop/Desktop,68,E Haddam,CT,6423,USA,40000,Omnivore,No.,Male,New England,Windows Desktop / Laptop,Item1_PTSerif,10
6816610128,Laptop/Desktop,36,Lansing,MI,48854,Ingham,32000,Omnivore,No.,Female,East North Central,Windows Desktop / Laptop,Item1_Roboto,11
6816604886,Laptop/Desktop,57,Fleetwood,PA,19522,United States,125000,Omnivore,No.,Female,Middle Atlantic,Windows Desktop / Laptop,Item1_JosefinSlab,18
6816595463,Laptop/Desktop,24,maysville ,NC,28555,usa,38000,Omnivore,No.,Female,South Atlantic,Windows Desktop / Laptop,Item1_PTSerif,12
6816591728,Laptop/Desktop,35,Allen,TX,75013,United States,70000,Omnivore,No.,Female,West South Central,MacOS Desktop / Laptop,Item1_JosefinSlab,20
6816588720,Laptop/Desktop,48,Colorado Spgs,CO,80917,United States,175000,Omnivore,No.,Male,Mountain,Windows Desktop / Laptop,Item1_PTSans,16
