Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Age,Gender,State,City,Income,Food_Preference,Item1,Price1,Item2,Price2,Item3,Price3,Item4,Price4,Item5,Price5,Item6,Price6,Survey_Purpose,Google,Age_SM,Gender_SM,Household_Income_SM,Region_SM,Device_Type_SM
6803600089,172774609,4/4/18 12:00,4/4/18 12:04,,,,,d010ac357a88d0cdb61daf6898,45,Male,Vermont ,I do not live in a city,40000,Omnivore,Item1_RobotoSlab,15,Item2_PTSerif,20,Item3_JosefinSans,25,Item4_JosefinSlab,25,Item5_JosefinSans,10,Item6_RobotoSlab,10,Idea of a chain restaurant menu prices,No.,45-60,Male,"$50,000-$74,999",New England,iOS Phone / Tablet
6803592706,172591291,4/4/18 11:57,4/4/18 12:03,206.218.52.42,,,,,27,Male,California ,Walnut Creek ,100000,Omnivore,Item1_JosefinSlab,13,Item2_RobotoSlab,14,Item3_PTSerif,28,Item4_Roboto,20,Item5_Roboto,20,Item6_RobotoSlab,20,The price acceptance level for food,No.,,,,,
6803590222,172774609,4/4/18 11:56,4/4/18 12:05,,,,,5d1a768fad1b15ba3ebe7631fa,76,Male,New Jersey,Red Bank,200000,Vegetarian,Item1_Roboto,12,Item2_JosefinSlab,12,Item3_PTSans,15,Item4_PTSerif,12,Item5_JosefinSlab,8,Item6_PTSerif,14,price tolerance?,No.,> 60,Male,"$150,000-$174,999",Middle Atlantic,Windows Desktop / Laptop
6803583811,172774609,4/4/18 11:54,4/4/18 11:58,,,,,dee2c37595647a149b632efe63,46,Male,Texas,Flower Mound,110000,Omnivore,Item1_RobotoSlab,13,Item2_JosefinSans,21,Item3_PTSans,23,Item4_RobotoSlab,18,Item5_JosefinSlab,21,Item6_JosefinSans,19,Value of seafood,No.,45-60,Male,"$125,000-$149,999",West South Central,Android Phone / Tablet
6803583529,172774609,4/4/18 11:53,4/4/18 11:57,,,,,73ae1104de44b41c12d2777f85,28,Male,Florida,Boca Raton,60000,Other,Item1_RobotoSlab,10,Item2_JosefinSlab,15,Item3_JosefinSans,20,Item4_RobotoSlab,15,Item5_RobotoSlab,15,Item6_PTSerif,10,Price points,No.,18-29,Male,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop
6803580979,172774609,4/4/18 11:53,4/4/18 11:59,,,,,67c9a087d8ec113d3c18e843a3,73,Male,California,San Diego,49000,Omnivore,Item1_PTSerif,12,Item2_JosefinSlab,14,Item3_PTSerif,17,Item4_PTSerif,18,Item5_Roboto,21,Item6_Roboto,18,If we knew the prices of current restaurant values.,No.,> 60,Male,"$25,000-$49,999",Pacific,iOS Phone / Tablet
6803577469,172774609,4/4/18 11:52,4/4/18 11:58,,,,,6a583b87131795c0f05e0c4643,45,Male,Florida,Ocala,75000,Omnivore,Item1_JosefinSlab,12.95,Item2_JosefinSans,16.95,Item3_JosefinSans,18.95,Item4_PTSerif,12.95,Item5_PTSerif,18.95,Item6_PTSerif,16.95,If the items appeal,No.,> 60,Male,"$175,000-$199,999",South Atlantic,Android Phone / Tablet
6803547209,172774609,4/4/18 11:41,4/4/18 11:49,,,,,8a3bb99ef8080dadcc9d9c99f2,53,Female,Pennsylvania,Pittsburgh,125,Omnivore,Item1_Roboto,8,Item2_JosefinSlab,12,Item3_JosefinSlab,15,Item4_PTSans,8,Item5_PTSerif,18,Item6_JosefinSans,10,Set price point and or see if respondents allowed for cost differences in different markets e.g. things are more expensive in Manhattan etc,No.,45-60,Female,Prefer not to answer,Middle Atlantic,Android Phone / Tablet
6803546518,172774609,4/4/18 11:41,4/4/18 11:54,,,,,15f15da092fad32d29e07476e3,70,Female,North carolina,North Carolina ,800,Other,Item1_JosefinSans,10,Item2_PTSerif,12,Item3_RobotoSlab,9.99,Item4_PTSerif,25,Item5_Roboto,22,Item6_RobotoSlab,13.99,What I Like,No.,> 60,Female,Prefer not to answer,South Atlantic,Android Phone / Tablet
6803539408,172774609,4/4/18 11:39,4/4/18 11:43,,,,,cfb453e1301e6025423e5eaf8e,52,Male,florida,Chipley,30000,Other,Item1_PTSerif,500,Item2_PTSans,700,Item3_PTSerif,10,Item4_Roboto,6,Item5_JosefinSlab,8,Item6_Roboto,9,are items at the best prices,No.,45-60,Female,"$10,000-$24,999",South Atlantic,Windows Desktop / Laptop
6803533985,172774609,4/4/18 11:37,4/4/18 11:44,,,,,47d1a6e901aaf94c8336d74a7b,59,Female,Oregon,Portland,10000,Other,Item1_Roboto,8.95,Item2_PTSerif,10.95,Item3_JosefinSans,12.95,Item4_PTSans,11.95,Item5_PTSans,12.95,Item6_PTSerif,14.95,what prices for these products would be in my city,No.,45-60,Female,"$25,000-$49,999",Pacific,Windows Desktop / Laptop
6803533300,172774609,4/4/18 11:37,4/4/18 11:43,,,,,d3ee9f96fcc96f489a097bfa88,69,Female,Arizona,Flagstaff,30000,Omnivore,Item1_RobotoSlab,7,Item2_RobotoSlab,10,Item3_Roboto,12,Item4_JosefinSans,12,Item5_JosefinSans,12,Item6_RobotoSlab,14,"My perception of the value of certain dishes according to their ingredients, availabilty, and how I perceive the owners of the restaurant.",No.,> 60,Female,"$25,000-$49,999",Mountain,Windows Desktop / Laptop
6803532404,172774609,4/4/18 11:36,4/4/18 11:41,,,,,b81d6bf081b559e198d5e91d2a,72,Female,Texas,Lancaster,35000,Other,Item1_JosefinSlab,10,Item2_PTSerif,12,Item3_PTSerif,15,Item4_PTSerif,20,Item5_Roboto,15,Item6_RobotoSlab,8,How willing for you to pay these prices when dining out in fine restaurants.,No.,> 60,Female,"$25,000-$49,999",West South Central,Other
6803528790,172774609,4/4/18 11:35,4/4/18 11:40,,,,,25c6a4911a2c40596a44a93fff,65,Female,South Dakota,Yankton,57580,Vegetarian,Item1_PTSans,15,Item2_JosefinSlab,15,Item3_RobotoSlab,18,Item4_JosefinSans,12,Item5_JosefinSlab,20,Item6_PTSerif,20,What someone would pay at for these menu items in various cities.,No.,> 60,Female,"$100,000-$124,999",West North Central,Windows Desktop / Laptop
6803527295,172774609,4/4/18 11:35,4/4/18 11:43,,,,,f24e3ea0c1bdd701e4eaca6a82,48,Male,Colorado,Fort Lupton,100000,Omnivore,Item1_Roboto,12,Item2_Roboto,17,Item3_PTSans,18,Item4_RobotoSlab,22,Item5_JosefinSans,22.5,Item6_JosefinSans,18.5,How cheap country folk are when planning on a night out?  If I'll pay more when I don't understand the food adjactives?,No.,45-60,Male,"$150,000-$174,999",Mountain,Windows Desktop / Laptop
6803523403,172774609,4/4/18 11:33,4/4/18 11:44,,,,,ee2d4d1adb0f1a3332aedebae8,57,Female,MARYLAND,BALTIMORE,20000,Other,Item1_JosefinSlab,50,Item2_Roboto,75,Item3_RobotoSlab,60,Item4_Roboto,40,Item5_JosefinSlab,50,Item6_JosefinSans,60,MAKING SURE THERE IS A LIKE THAT IS AFFORDABLE,"No, but I was tempted to.",45-60,Female,Prefer not to answer,South Atlantic,Android Phone / Tablet
6803518770,172774609,4/4/18 11:32,4/4/18 11:35,,,,,7f717bae59896d73e8f37eec4d,60,Female,Conncticut,New Haven,36000,Omnivore,Item1_JosefinSlab,10,Item2_RobotoSlab,12,Item3_JosefinSlab,15,Item4_PTSerif,20,Item5_JosefinSans,25,Item6_PTSans,15,if certain ethnic restaurants command more money for food,No.,> 60,Female,"$100,000-$124,999",New England,Windows Desktop / Laptop
6803507344,172591291,4/4/18 11:27,4/4/18 11:35,206.218.52.41,,,,,25,Female,California,San Francisco,140000,Omnivore,Item1_PTSans,11,Item2_RobotoSlab,15,Item3_PTSans,18,Item4_PTSans,18,Item5_JosefinSans,15,Item6_Roboto,20,"If people have bias in what they should pay for food depending on the type of food (chinese vs indian vs italian), the location of the food (big cities vs small cities), and description (hipster item?)",No.,,,,,
6803506135,172774609,4/4/18 11:27,4/4/18 11:36,,,,,9ec263dfbbde6cc49d46c8dfe8,54,Female,New York,Rochester,50000,Other,Item1_Roboto,15,Item2_Roboto,19,Item3_RobotoSlab,30,Item4_Roboto,25,Item5_PTSans,25,Item6_JosefinSans,28,How much we would pay,No.,45-60,Female,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop
6803497902,172774609,4/4/18 11:24,4/4/18 11:32,,,,,34dfdff3b9ac478677a27216e0,66,Female,Oklahoma,Newcastle,1,Other,Item1_PTSans,17,Item2_PTSans,25,Item3_PTSerif,20,Item4_PTSerif,18,Item5_PTSans,35,Item6_RobotoSlab,18,Economics in this area,No.,> 60,Female,Prefer not to answer,West South Central,Android Phone / Tablet
6803496982,172774609,4/4/18 11:24,4/4/18 11:31,,,,,44e65d9ec9780a89645a95f60e,72,Female,Oregon ,Corvallis ,15000,Vegetarian,Item1_Roboto,12,Item2_PTSerif,14,Item3_PTSerif,20,Item4_JosefinSlab,20,Item5_PTSerif,24,Item6_RobotoSlab,22,I don't know ,No.,> 60,Female,"$10,000-$24,999",Pacific,iOS Phone / Tablet
6803496114,172774609,4/4/18 11:24,4/4/18 11:27,,,,,8da2518caa54c58ecfe4f3e1fb,66,Female,Arizona,Phoenix,25000,Omnivore,Item1_JosefinSans,8.99,Item2_RobotoSlab,9.99,Item3_PTSans,10.99,Item4_JosefinSans,7.99,Item5_Roboto,11.99,Item6_PTSerif,8.99,What my area might charge for these items,No.,> 60,Female,"$25,000-$49,999",Mountain,Windows Desktop / Laptop
6803492160,172774609,4/4/18 11:23,4/4/18 11:30,,,,,4cd61e526ff62037366cd2f3d4,79,Male,California,Windsor,130000,Omnivore,Item1_JosefinSlab,16,Item2_PTSerif,18,Item3_JosefinSlab,19,Item4_JosefinSans,15,Item5_JosefinSans,23,Item6_RobotoSlab,26,You are trying ot determine how much one would be willing to pay in a certain city and feelings about various ethnic cuisines.,No.,> 60,Male,"$125,000-$149,999",Pacific,Windows Desktop / Laptop
6803488178,172774609,4/4/18 11:21,4/4/18 11:25,,,,,a9aaa79fc5e14a8447bfa0e9e5,21,Female,California,Los Angeles,20000,Pescatarian,Item1_Roboto,10,Item2_Roboto,12,Item3_PTSans,16,Item4_JosefinSans,12,Item5_RobotoSlab,17,Item6_RobotoSlab,11,Which type of food most expensive,No.,18-29,Female,"$0-$9,999",Pacific,Android Phone / Tablet
6803484386,172774609,4/4/18 11:20,4/4/18 11:40,,,,,4adcb7c470f6c90b9644e466d3,74,Female,Missouri,Pacific,30,Other,Item1_PTSans,10,Item2_JosefinSans,20,Item3_RobotoSlab,20,Item4_Roboto,20,Item5_PTSerif,20,Item6_PTSerif,15,Compare price of various types of eating places.,No.,> 60,Female,Prefer not to answer,West North Central,Windows Desktop / Laptop
6803482692,172774609,4/4/18 11:19,4/4/18 11:24,,,,,8db19117b4ec1f098c59d3de6c,26,Female,Mississippi,Lucedale,34000,Omnivore,Item1_JosefinSans,10,Item2_Roboto,14,Item3_RobotoSlab,15,Item4_Roboto,18,Item5_RobotoSlab,20,Item6_JosefinSans,11,What prices are expected from different cultured foods,No.,18-29,Female,"$25,000-$49,999",East South Central,iOS Phone / Tablet
6803482634,172774609,4/4/18 11:19,4/4/18 11:24,,,,,77333cb779db6943dee60206a2,49,Female,New Jersey,Montville,200000,Other,Item1_JosefinSans,16,Item2_RobotoSlab,19,Item3_Roboto,24,Item4_RobotoSlab,16,Item5_PTSerif,25,Item6_PTSans,26,"Location, food, value of prices",No.,45-60,Female,"$200,000+",Middle Atlantic,Windows Desktop / Laptop
6803475548,172774609,4/4/18 11:17,4/4/18 11:22,,,,,c13aaf1512b95d1a898bb427df,41,Female,new york,manhattan,0,Other,Item1_JosefinSans,15,Item2_JosefinSlab,15,Item3_PTSerif,11,Item4_RobotoSlab,10,Item5_PTSerif,20,Item6_PTSerif,28,gross stupidity; one has to know what kind of restaurants these items are in; there is low class and high class,No.,30-44,Female,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop
6803467555,172774609,4/4/18 11:14,4/4/18 11:20,,,,,c7beee553f11c7347c76c1f57e,58,Female,Ohio,Toledo,100000,Other,Item1_PTSerif,15,Item2_JosefinSans,20,Item3_JosefinSlab,25,Item4_JosefinSlab,20,Item5_PTSans,30,Item6_RobotoSlab,25,To determine what diners would be willing to pay in different cities/settings. ,No.,45-60,Female,"$100,000-$124,999",East North Central,MacOS Desktop / Laptop
6803467317,172774609,4/4/18 11:14,4/4/18 11:19,,,,,259ce24a676900a43ac1824962,26,Female,Minnesota,Minneapolis,12000,Omnivore,Item1_JosefinSans,15,Item2_JosefinSans,10,Item3_RobotoSlab,17.5,Item4_JosefinSlab,18.5,Item5_PTSans,15,Item6_PTSerif,13,To get an estimated opinion on food in resturaunts,"Yes, and I found the actual prices from the actual restaurants.",18-29,Female,"$10,000-$24,999",West North Central,Android Phone / Tablet
6803459754,172774609,4/4/18 11:12,4/4/18 11:16,,,,,f630450fbe82488d9d25ed44b5,24,Female,Massachusetts ,New Bedford,50000,Omnivore,Item1_Roboto,1399,Item2_Roboto,1599,Item3_RobotoSlab,1899,Item4_PTSerif,1799,Item5_PTSans,2099,Item6_Roboto,1899,What customers are willing to pay for meals ,No.,18-29,Female,"$100,000-$124,999",New England,Windows Desktop / Laptop
6803456525,172774609,4/4/18 11:11,4/4/18 11:17,,,,,8e3054dfd42d8b5767f7f4fe84,21,Male,California ,Los Angeles ,0,Omnivore,Item1_Roboto,10,Item2_JosefinSans,100,Item3_PTSerif,99,Item4_PTSerif,1000,Item5_JosefinSlab,10000,Item6_PTSans,35,To get info,No.,30-44,Male,"$75,000-$99,999",,Android Phone / Tablet
6803454622,172774609,4/4/18 11:10,4/4/18 11:17,,,,,0fa60fe6d48468b578f1ed793c,78,Female,Nevada,Henderson,60000,Omnivore,Item1_Roboto,13,Item2_PTSerif,12,Item3_JosefinSans,16,Item4_PTSerif,12,Item5_PTSerif,9,Item6_PTSerif,11,To check regional differences in expected prices of different food,No.,> 60,Female,"$50,000-$74,999",Mountain,Windows Desktop / Laptop
6803441457,172774609,4/4/18 11:06,4/4/18 11:11,,,,,2f5429da4b638c428a90ab1b33,61,Female,Nebraska,omaha,30000,Other,Item1_PTSans,895,Item2_PTSerif,995,Item3_PTSans,995,Item4_JosefinSans,1095,,,,,,,,,,,
6803435953,172774609,4/4/18 11:04,4/4/18 11:10,,,,,02e1f088b15f8771391c1b7c93,46,Female,Florida,Fort Myers,500000,Omnivore,Item1_JosefinSans,15,Item2_PTSerif,20,Item3_PTSans,22,Item4_RobotoSlab,25,Item5_JosefinSans,22,Item6_JosefinSans,24,How much a diner pays attention to prices,No.,45-60,Female,"$200,000+",South Atlantic,Android Phone / Tablet
6803434558,172774609,4/4/18 11:03,4/4/18 11:12,,,,,72e464db339341f52ff92fd7a3,62,Female,Connecticut,Avon,31000,Other,Item1_PTSans,15.99,Item2_JosefinSans,18.95,Item3_JosefinSlab,22.95,Item4_Roboto,10.99,Item5_Roboto,22,Item6_Roboto,22.99,What my knowledge is of prices for certain foods in different areas of the country,No.,> 60,Female,Prefer not to answer,New England,Windows Desktop / Laptop
6803434117,172774609,4/4/18 11:03,4/4/18 11:05,,,,,b210c25a09ebfd1d7541276bcb,42,Female,Maine,Augusta,90000,Omnivore,,,,,,,,,,,,,,,,,,,
6803423494,172774609,4/4/18 11:00,4/4/18 11:04,,,,,47f57124b1f1972d3a52f85681,71,Male,Michigan,Rural area - no city,85000,Omnivore,Item1_JosefinSlab,10,Item2_JosefinSans,12,Item3_PTSans,15,Item4_PTSerif,12,Item5_RobotoSlab,18,Item6_JosefinSans,15,relation of price to restaurant and dish description,No.,> 60,Male,"$75,000-$99,999",East North Central,Windows Desktop / Laptop
6803419087,172774609,4/4/18 10:58,4/4/18 11:03,,,,,2148605e67fa6e7aabb0d51a6a,15,Female,Minnesota ,New Prague ,56000,Omnivore,Item1_JosefinSlab,14.99,Item2_RobotoSlab,7.99,Item3_JosefinSans,15.99,Item4_RobotoSlab,17.99,Item5_JosefinSlab,15.99,Item6_JosefinSans,6.99,You're trying  to price menus appropriately ,No.,18-29,Female,"$150,000-$174,999",East North Central,Android Phone / Tablet
6803417688,172774609,4/4/18 10:57,4/4/18 11:05,,,,,00000f1b4f1bff10c56513261f,45,Female,Massachusetts,Boston,50000,Omnivore,Item1_PTSans,13,Item2_JosefinSlab,16,Item3_JosefinSlab,18,Item4_JosefinSlab,20,Item5_PTSans,25,Item6_JosefinSans,22,If location affects price,No.,45-60,Female,"$50,000-$74,999",New England,Android Phone / Tablet
6803405162,172774609,4/4/18 10:53,4/4/18 10:57,,,,,00441eeb71ffb87dc4d09368f8,71,Female,Maryland,annapolis,74000,Omnivore,Item1_PTSans,18,Item2_JosefinSans,20,Item3_JosefinSlab,18,Item4_JosefinSlab,15,Item5_PTSerif,15,Item6_JosefinSans,18,to see what I would be willing to pay.,No.,> 60,Female,"$50,000-$74,999",Middle Atlantic,Windows Desktop / Laptop
6803400786,172774609,4/4/18 10:52,4/4/18 10:59,,,,,559a8ff9def8ae7ce8b8b058f2,29,Male,arizona,phoenix,7000,Omnivore,Item1_PTSerif,10,Item2_PTSerif,8,Item3_RobotoSlab,11,Item4_RobotoSlab,6,Item5_RobotoSlab,12,Item6_JosefinSans,4,to fix the price menu,No.,18-29,Male,"$0-$9,999",,Windows Desktop / Laptop
6803397171,172774609,4/4/18 10:51,4/4/18 10:58,,,,,53b8c26160f662b4732b05d6bd,49,Female,New jersey,Middlesex,160,Omnivore,Item1_RobotoSlab,18.95,Item2_PTSerif,15.95,Item3_JosefinSans,21.95,Item4_Roboto,15.95,Item5_RobotoSlab,24.95,Item6_JosefinSans,28.95,Opening of a new restaurant ,No.,45-60,Female,"$150,000-$174,999",Middle Atlantic,iOS Phone / Tablet
6803397003,172774609,4/4/18 10:51,4/4/18 10:57,,,,,e31390c6e9ec6697ab890e6313,52,Male,texas,san antoinio,150,Pescatarian,Item1_PTSerif,6.99,Item2_Roboto,16.99,Item3_Roboto,17.99,Item4_JosefinSlab,1099,Item5_RobotoSlab,1000,Item6_JosefinSans,1934,everything,"Yes, and I found the actual prices from the actual restaurants.",45-60,Male,"$175,000-$199,999",West South Central,Windows Desktop / Laptop
6803396429,172774609,4/4/18 10:50,4/4/18 10:53,,,,,34a514433e150c600ee1459b7c,11.32,Do not wish to answer.,alaskan texas,nerpo,66788.09,Pescatarian,Item1_JosefinSlab,67,Item2_JosefinSans,19,Item3_PTSans,7,Item4_JosefinSlab,6,Item5_Roboto,6,Item6_JosefinSans,33,it was good,"No, but I was tempted to.",18-29,Male,Prefer not to answer,Mountain,Other
6803368648,172591291,4/4/18 10:41,4/4/18 10:45,206.218.52.42,,,,,25,Male,California,San Francisco,96000,Omnivore,Item1_Roboto,7,Item2_JosefinSans,12,Item3_PTSerif,7,Item4_JosefinSlab,13,Item5_PTSerif,14,Item6_JosefinSans,16,"Gauge geographic perceptions of food and how their prices vary depending on the setting (backstory, menu item list, location)",No.,,,,,
6803359343,172591291,4/4/18 10:37,4/4/18 10:51,174.214.0.92,,,,,25,Female,California,San Francisco,60000,Omnivore,Item1_Roboto,8.5,Item2_Roboto,22,Item3_JosefinSans,18,Item4_Roboto,14,Item5_PTSerif,14,Item6_PTSerif,18,If the demographic and the cuisine will affect the difference jn price,No.,,,,,
6801271552,172591291,4/3/18 15:32,4/3/18 15:38,104.133.3.98,,,,,25,Female,California,Sunnyvale,150000,Omnivore,Item1_Roboto,15,Item2_JosefinSans,12,Item3_PTSans,12,Item4_PTSerif,18,Item5_Roboto,16,Item6_Roboto,19,Whether menu presentation affects perception of pricing,No.,,,,,
6801156294,172591291,4/3/18 14:30,4/3/18 14:33,71.224.200.14,,,,,24,Male,Pennsylvania,Philadelphia,0,Omnivore,Item1_PTSerif,10,Item2_RobotoSlab,16,Item3_JosefinSans,16,Item4_PTSerif,17,Item5_Roboto,7,Item6_PTSans,12,To understand what the market value is for different cuisines,No.,,,,,
6801011513,172591291,4/3/18 13:27,4/3/18 13:31,24.39.150.3,,,,,34,Male,New Jersey,Lake Hiawatha,99999.99,Omnivore,Item1_JosefinSlab,15,Item2_PTSans,10,Item3_JosefinSans,25,Item4_PTSans,30,Item5_JosefinSlab,15,Item6_PTSerif,20,to study correlation of fancy dish descriptions with prices diners expected to pay for it,No.,,,,,
6800919765,172591291,4/3/18 12:52,4/3/18 12:57,24.39.150.3,,,,,32,Male,New York,New York,250000,Omnivore,Item1_PTSerif,18,Item2_JosefinSans,24,Item3_Roboto,28,Item4_JosefinSans,28,Item5_JosefinSlab,17,Item6_Roboto,22,Expectency of prices,No.,,,,,
6800917003,172591291,4/3/18 12:51,4/3/18 12:57,24.130.70.43,,,,,33,Male,California ,Sunnyvale ,100000,Omnivore,Item1_Roboto,16,Item2_JosefinSans,25,Item3_PTSerif,28,Item4_PTSerif,15,Item5_PTSans,20,Item6_PTSerif,20,How location and cuisine affect restaurant pricing ,No.,,,,,
6800861862,172591291,4/3/18 12:30,4/3/18 12:37,64.191.59.176,,,,,45,Male,North Carolina,Asheville,0,Omnivore,Item1_JosefinSlab,15,Item2_JosefinSans,17,Item3_JosefinSlab,21,Item4_PTSerif,15,Item5_JosefinSans,17,Item6_RobotoSlab,25,I have no idea.,No.,,,,,
6800857616,172591291,4/3/18 12:29,4/3/18 12:34,24.39.150.3,,,,,39,Male,Oregon,Hillsboro,150000,Omnivore,Item1_PTSans,12.95,Item2_PTSans,14.95,Item3_RobotoSlab,13.95,Item4_JosefinSlab,15.95,Item5_PTSans,16.95,Item6_RobotoSlab,17.95,either market research on consumer expectations or gathering personal data on responders,No.,,,,,
6800851006,172591291,4/3/18 12:26,4/3/18 12:31,24.39.150.3,,,,,32,Male,New York,Beacon,500000,Omnivore,Item1_PTSans,12,Item2_Roboto,15,Item3_PTSerif,18,Item4_PTSans,18,Item5_JosefinSans,22,Item6_JosefinSans,20,Cultural Bias toward the cost of food,"No, but I was tempted to.",,,,,
6800849433,172591291,4/3/18 12:25,4/3/18 13:29,24.39.150.3,,,,,29,Male,New York,New York,0,Omnivore,,,,,,,,,,,,,,,,,,,
